cycle,r_squared,p_center,p_height,p_width,p_fwhm,p_rise_time,p_decay_time,p_rise_decay_symmetry,p_sharpness,p_on,p_off,q_center,q_height,q_width,q_fwhm,q_rise_time,q_decay_time,q_rise_decay_symmetry,q_sharpness,q_on,q_off,r_center,r_height,r_width,r_fwhm,r_rise_time,r_decay_time,r_rise_decay_symmetry,r_sharpness,r_on,r_off,s_center,s_height,s_width,s_fwhm,s_rise_time,s_decay_time,s_rise_decay_symmetry,s_sharpness,s_on,s_off,t_center,t_height,t_width,t_fwhm,t_rise_time,t_decay_time,t_rise_decay_symmetry,t_sharpness,t_on,t_off,pr_interval,pr_segment,qrs_duration,st_segment,qt_interval,p_duration,pp_interval,rr_interval
33,0.9905156106152386,34299.44384706048,4182.7685520484265,15.882317665384916,46.0,18.0,28.0,0.391304347826087,0.015521480016407763,34281.0,34327.0,34404.86379677843,-3328.2484368731057,5.605523881900925,19.0,13.0,6.0,0.6842105263157895,-0.16039459641796253,34392.0,34411.0,34438.60809773698,50106.5916690368,10.216400469504672,25.0,13.0,12.0,0.52,0.0442454600791871,34426.0,34451.0,34468.462750892126,-11124.843567861279,7.4740318425345675,20.0,7.0,13.0,0.35,-0.11114741888837087,34461.0,34481.0,34663.027373699,10880.940519443266,32.69888931108873,85.0,47.0,38.0,0.5529411764705883,0.005173551646469444,34616.0,34701.0,111.0,65.0,89.0,220.0,309.0,46.0,739.0,739.0
34,0.9880428660160063,35081.35891488045,4130.777417707357,14.948063685069135,56.0,17.0,39.0,0.30357142857142855,0.01961502792424299,35064.0,35120.0,35172.169864360054,-104.03108707533492,1.8685079606336419,4.0,2.0,2.0,0.5,-4.650956665845875,35170.0,35174.0,35205.5651902959,50853.77583687038,10.507502366200068,27.0,14.0,13.0,0.5185185185185185,0.0422769818726226,35192.0,35219.0,35235.405474739804,-7995.122614608726,6.539777862217747,17.0,6.0,11.0,0.35294117647058826,-0.14899590495525436,35229.0,35246.0,35429.77257715891,11985.690634449114,35.50165125203919,94.0,53.0,41.0,0.5638297872340425,0.004418921495805783,35377.0,35471.0,106.0,50.0,76.0,225.0,301.0,56.0,782.0,767.0
35,0.9904181922614073,36056.44384706048,3981.6034444356897,15.882317665385957,47.0,18.0,29.0,0.3829787234042553,0.01469410118044535,36038.0,36085.0,36165.26548494974,-4436.014209330448,6.539777862217747,18.0,11.0,7.0,0.6111111111111112,-0.15412516588739683,36154.0,36172.0,36197.10430805983,48708.75501230438,10.130730486507542,26.0,13.0,13.0,0.5,0.04425245460802155,36184.0,36210.0,36227.801060252146,-10410.65808356864,7.4740318425345675,21.0,8.0,13.0,0.38095238095238093,-0.09643216124228117,36220.0,36241.0,36424.94244151897,9786.794130065586,33.63314329140555,88.0,49.0,39.0,0.5568181818181818,0.006128139056545988,36376.0,36464.0,116.0,69.0,87.0,223.0,310.0,47.0,975.0,991.0
36,0.8477348857086234,36426.13149203937,5074.785545236334,18.989872123183023,57.0,33.0,24.0,0.5789473684210527,0.012577102907491337,36393.0,36450.0,36931.150678199716,-8824.943964829996,9.342539803163515,452.0,441.0,11.0,0.9756637168141593,-0.047879229910772036,36490.0,36942.0,36965.89707519254,40712.39191986139,9.611469572825639,24.0,12.0,12.0,0.5,0.049351880148020597,36954.0,36978.0,36996.76438962025,-16573.51726703365,8.408285822840542,44.0,10.0,34.0,0.22727272727272727,-0.059495025021760406,36987.0,37031.0,37185.25901160975,2805.984256761142,16.052182025443848,42.0,20.0,22.0,0.47619047619047616,0.018412784775200013,37165.0,37207.0,97.0,40.0,541.0,176.0,717.0,57.0,373.0,769.0
37,0.9927397920922838,37839.528779240514,3864.944292811949,16.816571645702776,52.0,20.0,32.0,0.38461538461538464,0.0107862786983462,37820.0,37872.0,37945.50959308017,-3408.833239631723,5.605523881900925,16.0,11.0,5.0,0.6875,-0.21500583492118266,37936.0,37951.0,37977.56971928804,50572.58805922816,10.2164211217046,27.0,14.0,13.0,0.5185185185185185,0.04337187372598963,37964.0,37991.0,38007.819743794935,-8964.737992344111,6.539777862217747,19.0,7.0,12.0,0.3684210526315789,-0.11643531328602241,38001.0,38020.0,38201.68764497888,9934.259680778348,36.43590523235602,88.0,46.0,42.0,0.5227272727272727,0.005047703792273459,38157.0,38244.0,116.0,64.0,84.0,224.0,308.0,52.0,1410.0,1012.0
38,0.9736857542807701,38382.953440140656,268.374002242946,21.48784154728688,72.0,25.0,47.0,0.3472222222222222,0.026411019845554967,38358.0,38429.0,38715.424660900135,-1571.0135946709013,4.671269901584105,13.0,8.0,5.0,0.6153846153846154,-0.2902790116231678,38707.0,38720.0,38749.17045095525,50034.5980726806,10.409498653346112,26.0,13.0,13.0,0.5,0.042576522962654316,38736.0,38762.0,38778.4215936895,-8542.401932191888,6.539777862217747,18.0,6.0,12.0,0.3333333333333333,-0.14631706151208185,38772.0,38790.0,38975.45203459914,10068.574425230683,28.027619409504627,81.0,48.0,33.0,0.5925925925925926,0.006142451737497713,38927.0,39008.0,349.0,278.0,83.0,218.0,301.0,71.0,543.0,772.0
39,0.988989945841932,39621.1890505204,3105.6456026007836,13.079555724435494,46.0,15.0,31.0,0.32608695652173914,0.020859025749257867,39606.0,39652.0,39728.34769632273,-4674.790911935197,6.539777862217747,18.0,11.0,7.0,0.6111111111111112,-0.13321985914422724,39717.0,39735.0,39760.7429860078,48738.33630113571,10.01503899747748,25.0,13.0,12.0,0.52,0.0448882744370418,39748.0,39773.0,39791.509125924225,-10355.38493053839,7.4740318425345675,22.0,9.0,13.0,0.4090909090909091,-0.09133861749763086,39783.0,39805.0,39989.19723805906,9117.368624231916,30.83038135045509,79.0,43.0,36.0,0.5443037974683544,0.0058644966104179925,39946.0,40025.0,111.0,65.0,88.0,220.0,308.0,46.0,1239.0,1011.0
40,0.8578637870329701,39990.13149203937,4841.018392583214,17.420478844549375,53.0,29.0,24.0,0.5471698113207547,0.011825602548579632,39961.0,40014.0,40470.06574601969,-8467.699066533158,10.27679378348503,436.0,424.0,12.0,0.9724770642201835,-0.04562632339835435,40047.0,40482.0,40505.34111432586,42166.55420723113,9.703533986461325,24.0,12.0,12.0,0.5,0.04930240810971086,40493.0,40517.0,40536.849321800284,-16603.34526679302,9.34253980316821,43.0,11.0,32.0,0.2558139534883721,-0.05657899063123564,40526.0,40569.0,40730.38628857946,4184.569044866348,14.523402784925127,45.0,24.0,21.0,0.5333333333333333,0.015988935646348505,40706.0,40751.0,86.0,33.0,522.0,182.0,704.0,53.0,372.0,745.0
41,0.9910127934403029,41327.38628857946,5016.2819244790035,17.750825626019594,54.0,33.0,21.0,0.6111111111111112,0.010888755930943118,41294.0,41348.0,41419.50959308017,-3354.722057011465,5.605523881900925,15.0,10.0,5.0,0.6666666666666666,-0.23471251961966869,41410.0,41425.0,41451.04228314773,50620.07600273815,10.191561217442102,26.0,13.0,13.0,0.5,0.043415045099098916,41438.0,41464.0,41481.11268452812,-8887.197911899593,6.539777862217747,19.0,7.0,12.0,0.3684210526315789,-0.12293299057903309,41474.0,41493.0,41675.77257715891,10295.132614908303,35.50165125203919,90.0,49.0,41.0,0.5444444444444444,0.004996018772617413,41627.0,41717.0,116.0,62.0,83.0,224.0,307.0,54.0,1337.0,945.0
42,,,,,,,,,,,41701.0,,,,,,,,,41731.0,42192.0,,,,,,,,,42203.0,42226.0,,,,,,,,,42235.0,42311.0,,,,,,,,,42429.0,42447.0,,,,,,,,
43,0.991952490576557,43042.55615293952,4160.216202688955,15.882317665385957,51.0,33.0,18.0,0.6470588235294118,0.014894166549400683,43010.0,43061.0,43134.594525260196,-3893.8105570636667,6.539777862217747,16.0,10.0,6.0,0.625,-0.1856154553809021,43125.0,43141.0,43166.485097666344,48333.57448551621,10.191950731609774,26.0,13.0,13.0,0.5,0.04394966676834717,43153.0,43179.0,43196.84967339014,-9853.426643697734,7.4740318425345675,20.0,8.0,12.0,0.4,-0.10386132402521767,43189.0,43209.0,43390.77257715891,10208.212515815801,35.50165125203883,88.0,47.0,41.0,0.5340909090909091,0.00441112245964233,43344.0,43432.0,115.0,64.0,84.0,223.0,307.0,51.0,1715.0,1716.0
44,0.9902299424231858,44574.44384706048,3911.026272888915,15.882317665385957,50.0,18.0,32.0,0.36,0.01332859469603579,44556.0,44606.0,44680.43978002989,-3503.148858140721,6.539777862217747,18.0,11.0,7.0,0.6111111111111112,-0.14492175103318672,44669.0,44687.0,44713.91360055653,46909.0104090814,10.186114624036717,26.0,13.0,13.0,0.5,0.043427353622350104,44701.0,44727.0,44744.52898251304,-10674.150055354969,6.539777862217747,20.0,8.0,12.0,0.4,-0.0945678390077298,44737.0,44757.0,44935.77257715891,9912.188940553968,35.50165125203919,85.0,44.0,41.0,0.5176470588235295,0.005247937742132477,44892.0,44977.0,113.0,63.0,88.0,220.0,308.0,50.0,1529.0,1547.0
45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,0.9901558083945375,46531.726017299574,3421.7807972791534,14.013809704752314,48.0,32.0,16.0,0.6666666666666666,0.01830694351865142,46500.0,46548.0,46624.43731044885,-5123.733698498772,6.539777862217747,20.0,12.0,8.0,0.6,-0.12014124967165744,46612.0,46632.0,46657.090260460645,49839.8808745565,9.937065063369824,26.0,13.0,13.0,0.5,0.044684326215479235,46644.0,46670.0,46687.58616052454,-9718.361535380649,6.539777862217747,21.0,8.0,13.0,0.38095238095238093,-0.09982290169466355,46680.0,46701.0,46884.857509338945,8913.586793754355,34.21835999554689,83.0,43.0,40.0,0.5180722891566265,0.005652381308627471,46842.0,46925.0,112.0,64.0,89.0,224.0,313.0,48.0,1960.0,1943.0
47,,,,,,,,,,,46909.0,,,,,,,,,46942.0,47394.0,,,,,,,,,47405.0,47429.0,,,,,,,,,47437.0,47495.0,,,,,,,,,47630.0,47655.0,,,,,,,,
48,0.9880353392735515,48358.471220759486,3969.602973484775,16.816571645702776,51.0,31.0,20.0,0.6078431372549019,0.010199260294264583,48327.0,48378.0,48450.264624810254,-4280.483876812871,5.605523881900925,16.0,10.0,6.0,0.625,-0.1647365390716713,48440.0,48456.0,48481.60194593395,46856.43699847679,10.05120130142517,25.0,13.0,12.0,0.52,0.044650996072717955,48469.0,48494.0,48512.40984852841,-10294.255266038745,7.4740318425345675,22.0,8.0,14.0,0.36363636363636365,-0.0983920435313326,48504.0,48526.0,48708.94244151897,10397.072940558508,33.63314329140555,88.0,49.0,39.0,0.5568181818181818,0.005554579553556572,48660.0,48748.0,113.0,62.0,86.0,222.0,308.0,51.0,1827.0,1825.0
49,0.9910971299750871,49139.93425398031,1706.6443641156989,10.276793783484989,38.0,12.0,26.0,0.3157894736842105,0.03954832461409727,49128.0,49166.0,49231.50959308017,-2838.01321871762,5.605523881900925,16.0,11.0,5.0,0.6875,-0.22044282777660829,49221.0,49237.0,49264.175400588785,47806.516082639064,10.241124609533745,26.0,13.0,13.0,0.5,0.043597266625375705,49251.0,49277.0,49294.650100387065,-10110.73308793825,7.474031842534398,21.0,8.0,13.0,0.38095238095238093,-0.09871964663743374,49287.0,49308.0,49489.112305879025,10884.032522560921,31.76463533077174,83.0,45.0,38.0,0.5421686746987951,0.0054774826193847645,49444.0,49526.0,93.0,55.0,87.0,218.0,305.0,38.0,779.0,783.0
50,0.9916529897070383,49957.528779240514,4130.4443747221785,16.816571645702776,51.0,20.0,31.0,0.39215686274509803,0.01066060636867059,49938.0,49989.0,50064.50959308017,-3065.651316619884,5.605523881900925,17.0,12.0,5.0,0.7058823529411765,-0.20279444998005283,50054.0,50070.0,50097.5898340318,49933.78995134489,10.27411995366861,25.0,13.0,12.0,0.52,0.04386123733061227,50085.0,50110.0,50127.531759467965,-9958.125945944937,7.4740318425345675,20.0,8.0,12.0,0.4,-0.10762096395508745,50120.0,50140.0,50321.94244151897,11005.592297440106,33.63314329140537,86.0,47.0,39.0,0.5465116279069767,0.005777616355257234,50275.0,50361.0,116.0,65.0,86.0,221.0,307.0,51.0,817.0,833.0
51,0.9884721500512846,50774.93425398031,2310.3118352987135,10.27679378348503,39.0,12.0,27.0,0.3076923076923077,0.03819426105264317,50763.0,50802.0,50880.3416927653,-3095.942787438976,6.539777862217747,17.0,10.0,7.0,0.5882352941176471,-0.16292870582231903,50870.0,50887.0,50913.77351472037,48832.29905027078,10.117880509877917,26.0,13.0,13.0,0.5,0.044046140995652405,50901.0,50927.0,50943.968855606734,-10171.950759930061,6.539777862217747,20.0,7.0,13.0,0.35,-0.10623344065335266,50937.0,50957.0,51140.112305879025,10500.307261164735,31.764635330771913,83.0,46.0,37.0,0.5542168674698795,0.005716905629831174,51095.0,51177.0,107.0,68.0,87.0,220.0,307.0,39.0,818.0,816.0
52,0.9868277416579477,52326.528779240514,3910.2830786983586,16.816571645702776,51.0,20.0,31.0,0.39215686274509803,0.01313725057447715,52307.0,52357.0,52435.424660900135,-2313.962985340834,4.671269901584105,14.0,9.0,5.0,0.6428571428571429,-0.2409493220877497,52426.0,52440.0,52467.97893189479,47022.49282985178,10.372619500584275,26.0,13.0,13.0,0.5,0.04255580490090128,52455.0,52481.0,52497.762934863844,-9020.504847985652,6.539777862217747,19.0,7.0,12.0,0.3684210526315789,-0.1197868409802078,52491.0,52510.0,52692.027373699,11529.264729316985,32.69888931108873,89.0,51.0,38.0,0.5730337078651685,0.0055368942880029155,52641.0,52730.0,119.0,69.0,84.0,220.0,304.0,50.0,1551.0,1554.0
53,0.9912233290266416,53142.69864360057,4377.7691907299895,18.68507960633642,53.0,22.0,31.0,0.41509433962264153,0.009629672317668782,53121.0,53174.0,53251.594525260196,-2679.210809292831,6.539777862217747,16.0,10.0,6.0,0.625,-0.21017287966817444,53242.0,53258.0,53285.28146812184,49766.892313471,10.383456566260334,26.0,13.0,13.0,0.5,0.04253482107147744,53272.0,53298.0,53315.405474739804,-9422.000383904713,6.539777862217747,18.0,6.0,12.0,0.3333333333333333,-0.12464226768142668,53309.0,53327.0,53508.77257715891,10808.783786639578,35.50165125203919,88.0,47.0,41.0,0.5340909090909091,0.005431452608491553,53462.0,53550.0,121.0,68.0,85.0,223.0,308.0,53.0,816.0,818.0
54,,,,,,,,,,,53574.0,,,,,,,,,53832.0,54076.0,,,,,,,,,54089.0,54114.0,,,,,,,,,54123.0,54150.0,,,,,,,,,54299.0,54350.0,,,,,,,,
55,0.9925374305565728,55216.35891488045,3816.013175055522,14.948063685069135,49.0,17.0,32.0,0.3469387755102041,0.020965363889481805,55199.0,55248.0,55326.83464113335,-4578.209991023824,5.605523881900925,17.0,11.0,6.0,0.6470588235294118,-0.1560607115125643,55316.0,55333.0,55358.836293990236,50431.37995524087,9.96587446762585,26.0,13.0,13.0,0.5,0.04452795045308544,55346.0,55372.0,55389.133424756685,-9264.33405433044,6.539777862217747,20.0,7.0,13.0,0.35,-0.112987213002686,55382.0,55402.0,55587.857509338945,9542.159767077623,34.56739727172237,86.0,46.0,40.0,0.5348837209302325,0.005325816270231783,55542.0,55628.0,117.0,68.0,86.0,226.0,312.0,49.0,2074.0,2073.0
56,0.8168269441502295,55589.3013563995,3316.7926417278513,15.287792405184346,45.0,23.0,22.0,0.5111111111111111,0.016184092589941898,55566.0,55611.0,56060.15067819974,-9345.789700015239,9.342539803166343,429.0,418.0,11.0,0.9743589743589743,-0.04578413165926064,55642.0,56071.0,56094.52804732927,42378.4692534972,9.415952015789792,23.0,12.0,11.0,0.5217391304347826,0.050451155532454654,56083.0,56106.0,56125.76438962021,-17326.64968744689,8.408285822823336,46.0,11.0,35.0,0.2391304347826087,-0.05589944546362979,56116.0,56161.0,56319.556152939535,3459.578718377974,12.994623544406842,41.0,23.0,18.0,0.5609756097560976,0.020891000415035128,56297.0,56338.0,76.0,31.0,519.0,177.0,696.0,45.0,376.0,736.0
57,0.9889256844728039,57083.471220759486,4334.422473984385,16.816571645702776,55.0,35.0,20.0,0.6363636363636364,0.010836337227363171,57048.0,57103.0,57172.27301895132,-4250.521390239707,5.605523881900925,16.0,10.0,6.0,0.625,-0.16615247233242314,57162.0,57178.0,57203.60569560686,46950.39741317986,10.0103937889566,25.0,13.0,12.0,0.52,0.044287112365171036,57191.0,57216.0,57234.33053340213,-9718.225552513295,6.539777862217747,21.0,7.0,14.0,0.3333333333333333,-0.10326828537623163,57227.0,57248.0,57429.77257715891,9920.03199525796,35.50165125203919,86.0,45.0,41.0,0.5232558139534884,0.0051897718367540846,57385.0,57471.0,114.0,59.0,86.0,223.0,309.0,55.0,1494.0,1109.0
58,0.7625122641828181,57431.47122075951,2577.910644451582,13.759013164665914,40.0,20.0,20.0,0.5,0.02094698671565558,57411.0,57451.0,57946.98081383967,-11994.942031641469,11.211047763801101,473.0,460.0,13.0,0.9725158562367865,-0.03291442575282447,57487.0,57960.0,57982.414697423425,40125.41497689856,9.40855576885771,23.0,11.0,12.0,0.4782608695652174,0.05247742030685543,57971.0,57994.0,58013.849321800284,-18730.635742985625,9.342539803150652,86.0,11.0,75.0,0.12790697674418605,-0.0491029696036177,58003.0,58087.0,58210.19893304807,663.4611124371547,6.879506582333397,19.0,9.0,10.0,0.47368421052631576,0.09595469355707567,58201.0,58220.0,76.0,36.0,600.0,133.0,733.0,40.0,348.0,779.0
59,0.9876122798080956,58744.726017299574,3657.9488786963866,14.013809704752314,47.0,31.0,16.0,0.6595744680851063,0.017910783832688376,58714.0,58761.0,58834.40548868045,-3727.8029580696907,6.539777862217747,20.0,12.0,8.0,0.6,-0.12978592955542503,58822.0,58842.0,58868.20439586313,48953.36359495826,10.00691445994278,26.0,13.0,13.0,0.5,0.04439508169358648,58855.0,58881.0,58898.50662724882,-10539.707489469487,6.539777862217747,21.0,8.0,13.0,0.38095238095238093,-0.09709794551654208,58891.0,58912.0,59097.027373699,10242.99379269903,32.69888931108873,86.0,48.0,38.0,0.5581395348837209,0.004698987148610552,59049.0,59135.0,108.0,61.0,90.0,223.0,313.0,47.0,1313.0,886.0
60,0.9890343208968568,59496.93425398031,2053.4994104481316,10.276793783358553,35.0,12.0,23.0,0.34285714285714286,0.03912530364468996,59485.0,59520.0,59599.120627907796,-3586.011765444291,6.539777862217747,19.0,12.0,7.0,0.631578947368421,-0.14612387677916874,59587.0,59606.0,59632.47426065595,48155.2727473047,10.125393211468468,25.0,12.0,13.0,0.48,0.044358434706284595,59620.0,59645.0,59662.71339420412,-10588.43631524014,7.4740318425345675,20.0,8.0,12.0,0.4,-0.09834461309552914,59655.0,59675.0,59856.94244151897,10723.091907178909,33.633143291403975,85.0,45.0,40.0,0.5294117647058824,0.00548671460669206,59812.0,59896.0,102.0,67.0,88.0,221.0,309.0,35.0,750.0,764.0
61,0.9797188475507532,60195.69864360057,4820.817831019211,18.68507960633642,53.0,22.0,31.0,0.41509433962264153,0.008664122356539355,60174.0,60227.0,60298.50959308017,-2594.1750260324393,5.605523881900925,15.0,10.0,5.0,0.6666666666666666,-0.22702951581776354,60289.0,60304.0,60331.64799453243,48958.75496830102,10.269040731027829,25.0,13.0,12.0,0.52,0.04398685676398647,60319.0,60344.0,60361.32054255978,-10174.382068765093,7.4740318425345675,19.0,7.0,12.0,0.3684210526315789,-0.11756459453958304,60354.0,60373.0,60555.19723805906,10784.043647070652,30.83038135045509,81.0,45.0,36.0,0.5555555555555556,0.005944571658136274,60510.0,60591.0,115.0,62.0,84.0,218.0,302.0,53.0,698.0,699.0
62,,,,,,,,,,,60599.0,,,,,,,,,60881.0,60946.0,,,,,,,,,60958.0,60983.0,,,,,,,,,60992.0,61018.0,,,,,,,,,61156.0,61224.0,,,,,,,,
63,0.9910666179601703,61523.69864360057,3921.193257416907,17.97420616935936,49.0,22.0,27.0,0.4489795918367347,0.008674822281141453,61502.0,61551.0,61627.59452526017,-2851.499296093707,6.539777862217747,17.0,11.0,6.0,0.6470588235294118,-0.19300631784058286,61617.0,61634.0,61660.93217362505,48341.6785000883,10.167442126912022,26.0,13.0,13.0,0.5,0.04364584674196054,61648.0,61674.0,61691.27616418591,-10800.666767643785,6.539777862217747,20.0,7.0,13.0,0.35,-0.10500555792117681,61684.0,61704.0,61884.94244151897,10544.232157141601,33.63314329140555,85.0,45.0,40.0,0.5294117647058824,0.005727554528059048,61840.0,61924.0,115.0,66.0,87.0,220.0,307.0,49.0,1328.0,1329.0
64,0.9933472401370611,62624.69864360057,4275.586072796204,18.68507960626191,52.0,22.0,30.0,0.4230769230769231,0.010603779281549021,62603.0,62655.0,62732.561281822025,-3931.7797097684083,6.539777862214478,17.0,11.0,6.0,0.6470588235294118,-0.18586042040625197,62722.0,62739.0,62764.69836912604,50580.406139565326,10.171529117678439,26.0,13.0,13.0,0.5,0.043789997389918206,62752.0,62778.0,62794.72708730662,-8743.847400556084,6.539777862217674,19.0,7.0,12.0,0.3684210526315789,-0.11868943761990652,62788.0,62807.0,62994.94244151897,9291.23344780405,33.63314329140502,88.0,49.0,39.0,0.5568181818181818,0.005095359858726666,62946.0,63034.0,119.0,67.0,85.0,227.0,312.0,52.0,1101.0,1104.0
65,,,,,,,,,,,63012.0,,,,,,,,,63047.0,63500.0,,,,,,,,,63511.0,63534.0,,,,,,,,,63543.0,63616.0,,,,,,,,,63738.0,63753.0,,,,,,,,
66,0.9888928262382976,64520.55615293952,4276.463335102066,15.882317665385957,51.0,33.0,18.0,0.6470588235294118,0.0142883157497766,64488.0,64539.0,64610.50959308017,-3862.841978623199,5.605523881900925,15.0,10.0,5.0,0.6666666666666666,-0.19610509463816608,64601.0,64616.0,64641.88457224741,46879.65273105348,10.015370910105492,26.0,13.0,13.0,0.5,0.04425756562201875,64629.0,64655.0,64672.30326512556,-9324.117003365807,6.539777862217747,20.0,7.0,13.0,0.35,-0.10919174159582723,64665.0,64685.0,64869.94244151897,9798.894282342562,33.63314329140555,88.0,49.0,39.0,0.5568181818181818,0.005354028555403215,64822.0,64909.0,113.0,62.0,84.0,224.0,308.0,51.0,1899.0,1877.0
67,0.8191512112504739,64871.47122075999,3014.3456736910953,13.75901316823242,44.0,24.0,20.0,0.5454545454545454,0.01876019670068961,64848.0,64891.0,65339.06574601971,-9494.0295423534,10.276793782745663,429.0,417.0,12.0,0.972027972027972,-0.04366657837172932,64922.0,65351.0,65374.01505224295,42043.318848235,9.554688908499525,24.0,12.0,12.0,0.5,0.05008454489427191,65362.0,65386.0,65404.76438962021,-16818.931662492014,8.408285822030162,45.0,10.0,35.0,0.2222222222222222,-0.059514089980600815,65395.0,65440.0,65599.55615293991,2928.7669203317723,12.994623544406693,39.0,21.0,18.0,0.5384615384615384,0.021736035938618167,65579.0,65618.0,74.0,31.0,518.0,178.0,696.0,43.0,351.0,732.0
68,0.9937162275725596,66289.21642421941,4740.994317622459,19.619333586653237,54.0,30.0,24.0,0.5555555555555556,0.0067826510588641295,66259.0,66312.0,66383.50959308016,-3509.948833506949,5.605523881900925,15.0,10.0,5.0,0.6666666666666666,-0.20647698418234497,66374.0,66389.0,66415.80968836983,51432.37914636472,10.195549853799804,26.0,13.0,13.0,0.5,0.043495637819922515,66403.0,66429.0,66445.40547473982,-7956.538834982404,6.539777862217747,18.0,6.0,12.0,0.3333333333333333,-0.14665276317495887,66439.0,66457.0,66642.60271279886,10185.902129465163,37.37015921267284,95.0,52.0,43.0,0.5473684210526316,0.0034269172618152143,66591.0,66686.0,115.0,62.0,83.0,229.0,312.0,53.0,1418.0,1042.0
69,0.9878141104408382,67129.55615293952,4009.260751363134,15.882317665385957,49.0,31.0,18.0,0.6326530612244898,0.013918380169016217,67099.0,67148.0,67222.22447760859,-3429.5438367537945,5.605523881900925,17.0,11.0,6.0,0.6470588235294118,-0.16592529177737092,67211.0,67228.0,67254.75850682137,46820.08185364299,10.09715303657392,26.0,13.0,13.0,0.5,0.04446057754357972,67242.0,67268.0,67285.4355240559,-10678.976639843488,7.4740318425345675,22.0,8.0,14.0,0.36363636363636365,-0.09833980156792083,67277.0,67299.0,67478.94244151897,10761.10715769803,33.63314329140555,84.0,45.0,39.0,0.5357142857142857,0.005616870019911341,67434.0,67518.0,112.0,63.0,88.0,219.0,307.0,49.0,840.0,839.0
70,0.9887910894416629,69321.61371142053,4014.76740190566,17.750825626019594,52.0,22.0,30.0,0.4230769230769231,0.009346264105784987,69301.0,69352.0,69427.3494801597,-3062.3059537649196,6.539777862217747,18.0,11.0,7.0,0.6111111111111112,-0.15855673858999403,69416.0,69434.0,69461.02910908351,47832.0201547856,10.248269105195273,26.0,13.0,13.0,0.5,0.04316079511856577,69448.0,69474.0,69491.39105241594,-10587.897082547513,6.539777862217747,20.0,7.0,13.0,0.35,-0.10826453260408266,69484.0,69504.0,69686.11230587904,10129.500587588693,31.764635330771913,85.0,47.0,38.0,0.5529411764705883,0.005889415933141503,69640.0,69723.0,115.0,64.0,88.0,219.0,307.0,51.0,2189.0,2207.0
71,0.9927878639470702,70248.4712207595,4205.105998330693,16.816571645702776,52.0,32.0,20.0,0.6153846153846154,0.011245890553464321,70216.0,70268.0,70342.50959222083,-2454.125601680279,5.605523881900925,16.0,11.0,5.0,0.6875,-0.2546944465409651,70332.0,70348.0,70375.46944761276,50155.56693394065,10.308572720286488,27.0,13.0,14.0,0.48148148148148145,0.04289754581205291,70362.0,70389.0,70405.40547473982,-8769.501301880848,6.539777862217747,18.0,6.0,12.0,0.3333333333333333,-0.13117059139510862,70399.0,70417.0,70601.94244151897,10042.954691206483,33.63314329140555,86.0,47.0,39.0,0.5465116279069767,0.005247702483002318,70556.0,70641.0,116.0,64.0,85.0,224.0,309.0,52.0,930.0,914.0
72,0.9910687084178275,71204.5287792405,4312.914118379297,16.816571645702776,54.0,20.0,34.0,0.37037037037037035,0.015105790231170294,71185.0,71239.0,71313.50959308016,-3667.1697080048366,5.605523881900925,16.0,10.0,6.0,0.625,-0.20004514691794195,71304.0,71319.0,71345.57166088212,50387.15391394304,10.141635713680971,25.0,13.0,12.0,0.52,0.0437606042852223,71333.0,71358.0,71375.57454025198,-8481.852197433756,6.539777862217747,19.0,7.0,12.0,0.3684210526315789,-0.11933945642366896,71369.0,71388.0,71570.77257715892,10580.651579355193,35.50165125203919,90.0,49.0,41.0,0.5444444444444444,0.005403566746886406,71522.0,71612.0,119.0,65.0,84.0,224.0,308.0,54.0,953.0,970.0
73,0.9899374962039837,72112.61371142053,4756.614709938136,17.750825626019594,53.0,21.0,32.0,0.39622641509433965,0.013041182191699866,72092.0,72145.0,72220.35460217495,-3844.0611433024933,5.605523881900925,16.0,10.0,6.0,0.625,-0.18180375234902563,72210.0,72226.0,72251.6866479711,48974.39509845718,10.052423676589557,26.0,13.0,13.0,0.5,0.04414106857874086,72239.0,72265.0,72282.22811194768,-9920.38422568684,6.539777862217747,20.0,7.0,13.0,0.35,-0.1067333195384742,72275.0,72295.0,72477.85750933895,10535.491213065543,34.56739727172237,86.0,46.0,40.0,0.5348837209302325,0.004763550169010293,72432.0,72518.0,118.0,65.0,85.0,223.0,308.0,53.0,908.0,906.0
74,0.9847203503563369,72962.81094947961,2573.3980202531898,13.079555724435494,44.0,29.0,15.0,0.6590909090909091,0.01958564705838991,72934.0,72978.0,73055.40547473982,-4617.640008687068,6.539777862217747,22.0,14.0,8.0,0.6363636363636364,-0.10622433269777987,73041.0,73063.0,73089.12875271103,47175.13157277491,9.888808533169147,26.0,13.0,13.0,0.5,0.04490124816186745,73076.0,73102.0,73119.59452526018,-11197.998522257069,6.539777862217747,21.0,8.0,13.0,0.38095238095238093,-0.08955995334540845,73112.0,73133.0,73315.11230587904,9769.95260281796,31.76463533077163,81.0,44.0,37.0,0.5432098765432098,0.006207448393438102,73271.0,73352.0,107.0,63.0,92.0,219.0,311.0,44.0,853.0,838.0
